PremiseID,PremisesName,AltPremisesName,Customer,TenancyUnitShopOrLevel,BuildingType,StreetNumber,StreetName,Suburb,State,Postcode,Latitude,Longitude,RatingReferenceNumber,RatingType,RatingScope,CertificateValidTo,EnergyStarRatingValue,EnergyGPStarRatingValueNoGP,SectorComparisonDial,RatingProgressMetricForEnergyWithoutGreenPower,EnergyGreenPowerPercent,EnergyGreenPower,WasteStarRatingValue,IEQStarRatingValue,GHGEmissionsScope123WithRenewableElectricity,GHGEmissionsScope123WithoutRenewableElectricity,GHGEmissionsScope123PerM2WithRenewableElectricity,GHGEmissionsScope123PerM2WithoutRenewableElectricity,EnergyIntensity,GHGEmissionsScope123PerRoom,GHGEmissionsScope123PerRoomNoGP,TotalEnergyUse,CarbonNeutral,CarbonNeutralExpiryDate,WaterStarRatingValue,WaterStarRatingValueNoRW,RatingProgressMetricForWaterWithoutRecycledWater,RatingProgressMetricForWaterWithRecycledWater,WaterRecycledPercent,WaterRecycled,WaterConsumption,WaterConsumptionWoRW,WaterIntensity,WaterIntensityNoRW,ThermalComfortScore,AirQualityScore,AcousticComfortScore,LightingScore,OfficeLayoutScore,RecycleRate,WasteIntensity,MainRatingAttribute,AAAStarRatingValue,DataCentre_PUE,HospitalPeerGroup,RetailStoreCategory,School_SubSector,School_Remoteness,RatedElectricity,RatedGas,SchoolRatedLPG,GasAndLPG_REI%,RatedDiesel,Diesel_REI%,REIResult_%,REIResult1dp_%,TotalRenewableElectricity_kWh,NonRenewableElectricity_kWh,NonRenewableElectricity_REI%,OnsitePVCapacity_kW,OnsiteRenewableElectricity_kWh,OnsiteRenewableElectricity_REI%,RETandStateTerritoryTargets_kWh,RETandStateTerritorytargets_REI%,GreenPower_kWh,GreenPower_REI%,OtherVoluntaryPurchases_kWh,OtherVoluntaryPurchases_REI%,EmbodiedCarbonStarRating,RatingProgressMetricForEmbodiedCarbon,CarbonIntensityPerM2,TotalEmissionsA1-A5,TotalStoredEmissions_KGCO2e,TotalStoredEmissions_%,TotalOffsetEmissions_KGCO2e,TotalOffsetEmissions_%
P0031,183 Varsity Parade,183 Varsity Parade,CLARENCE PROPERTY CORPORATION LIMITED AS TRUSTEE FOR WESTLAWN PROPERTY TRUST,,Office,="183",Varsity Parade,VARSITY LAKES,QLD,4227,-28.07917230,153.41233473,OF32748,Water,Base Building,31/12/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,YES,31/12/2025,4.00,4.00,4.2,4.2,0.00,NO,2584.130,2584.130,0.820,0.820,,,,,,,,3137.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0032,Grafton Bond Building,Grafton Bond Building,INVESTA ASSET MANAGEMENT PTY LIMITED,,Office,="201-207",Kent Street,SYDNEY,NSW,2000,-33.86378430,151.20350150,OF41247,Energy,Whole Building,28/07/2026,6.00,4.50,,4.8,61.43,YES,,,0.00,226854.12,0.00,122.15,602.00,,,1118732.68,NO,,,,,,,,,,,,,,,,,,,1857.10,,,,,,,310759.08,0.00,,0.00,0.00,0.00,100.00,100.00,310759.08,0.00,0.00,,0.00,0.00,56987.05,18.30,190892.03,61.40,62880.00,20.20,,,,,,,,,
P0032,Grafton Bond Building,Grafton Bond Building,INVESTA ASSET MANAGEMENT PTY LIMITED,,Office,="201-207",Kent Street,SYDNEY,NSW,2000,-33.86378430,151.20350150,OF41247,Water,Whole Building,28/07/2026,,,,,61.43,,,,0.00,0.00,0.00,0.00,,,,,NO,,3.50,3.50,3.7,3.7,0.00,NO,1367.320,1367.320,0.730,0.730,,,,,,,,1857.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0033,180 Lonsdale Street,180 Lonsdale Street,DEXUS FUNDS MANAGEMENT LIMITED,,Office,="180",Lonsdale Street,MELBOURNE,VIC,3000,-37.81081041,144.96655023,OF37374,Energy,Base Building,05/06/2026,4.50,4.50,,4.8,0.00,NO,,,309858.85,2022388.46,8.65,56.44,354.00,,,12698553.03,NO,,,,,,,,,,,,,,,,,,,35827.35,,,,,,,1991313.51,5442627.00,,42.90,2259.00,0.70,56.00,56.50,1991313.51,0.00,0.00,,0.00,0.00,367313.51,10.40,0.00,0.00,1624000.00,46.00,,,,,,,,,
P0033,180 Lonsdale Street,180 Lonsdale Street,DEXUS FUNDS MANAGEMENT LIMITED,,Office,="180",Lonsdale Street,MELBOURNE,VIC,3000,-37.81081041,144.96655023,OF37374,Water,Base Building,05/06/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,5.50,5.50,5.6,5.6,0.00,NO,8631.440,8631.440,0.240,0.240,,,,,,,,35827.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0033,180 Lonsdale Street,180 Lonsdale Street,DEXUS Funds Management Limited as Trustee for the DEXUS CPA Trust AND Victoria Square QV Investments,,Office,="180",Lonsdale Street,MELBOURNE,VIC,3000,-37.81081041,144.96655023,N68616,Indoor environment,Base Building,07/08/2025,,,,,0.00,,,5.00,0.00,0.00,0.00,0.00,,,,,NO,,,,,,,,,,,,75.10,94.40,67.50,0.00,0.00,,,31815.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0034,EPA Building,EPA Building,The Trustee for 200 VS Unit Trust,,Office,="200",Victoria Street,CARLTON,VIC,3053,-37.80596480,144.96058130,N69618,Waste,Base Building,10/12/2025,,,,,0.00,,4.00,,0.00,,0.00,,,,,,NO,,,,,,,,,,,,,,,,,57.00,3.55,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0035,100 St Georges Terrace,100 St Georges Tce,ISPT Pty Ltd,,Office,="100",St Georges Terrace,PERTH,WA,6000,-31.95449086,115.85780524,N69448,Energy,Base Building,28/10/2025,5.50,5.50,,,0.00,NO,,,71923.05,1129370.47,2.60,40.88,237.00,,,,NO,,,,,,,,,,,,,,,,,,,27621.41,0.00,,,,,,1532532.50,599957.64,,8.90,11413.00,6.50,85.00,84.60,1590932.50,0.00,0.00,40.00,58400.00,3.10,0.00,0.00,0.00,0.00,1532532.50,81.50,,,,,,,,,
P0035,100 St Georges Terrace,100 St Georges Tce,ISPT Pty Ltd,,Office,="100",St Georges Terrace,PERTH,WA,6000,-31.95449086,115.85780524,N69448,Water,Base Building,28/10/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,5.00,5.00,,,0.00,NO,8077.040,8077.040,,0.280,,,,,,,,27621.41,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0035,100 St Georges Terrace,100 St Georges Tce,ISPT Pty Ltd,L12-L14,Office,="100",St Georges Terrace,PERTH,WA,6000,-31.95449086,115.85780524,N69450,Energy,Tenancy,28/10/2025,4.50,4.50,,,0.00,NO,,,241886.76,225543.06,45.54,42.46,221.00,,,,NO,,,,,,,,,,,,,,,,,,,5311.00,0.00,,,,,,326874.00,0.00,,0.00,0.00,0.00,19.00,18.70,61195.10,265678.90,81.30,0.00,0.00,0.00,61195.10,18.70,0.00,0.00,0.00,0.00,,,,,,,,,
P0035,100 St Georges Terrace,100 St Georges Terrace,ISPT Pty Ltd,,Office,="100",St Georges Terrace,PERTH,WA,6000,-31.95449086,115.85780524,N69554,Indoor environment,Base Building,05/03/2026,,,,,0.00,,,5.50,0.00,0.00,0.00,0.00,,,,,NO,,,,,,,,,,,,97.40,74.70,94.40,0.00,0.00,,,27831.10,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0035,100 St Georges Terrace,100 St Georges Terrace,ISPT Pty Ltd and Brisbane City Council,,Office,="100",St Georges Terrace,PERTH,WA,6000,-31.95449086,115.85780524,N69007,Waste,Base Building,22/10/2025,,,,,0.00,,3.00,,0.00,,0.00,,,,,,NO,,,,,,,,,,,,,,,,,34.00,2.17,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0036,Wyndham Corporate Centre,Wyndham Corporate Centre,Council of the City of Gold Coast,,Office,="1",Corporate Court,BUNDALL,QLD,4217,-27.99876260,153.41238240,OF37472,Energy,Base Building,02/05/2026,5.00,5.00,,5.0,0.00,NO,,,517477.37,615343.99,71.89,85.48,349.00,,,2518654.60,NO,,,,,,,,,,,,,,,,,,,7198.00,,,,,,,699047.28,0.00,,0.00,54.00,0.10,18.00,18.50,129183.94,569863.34,81.50,,0.00,0.00,129183.94,18.50,0.00,0.00,0.00,0.00,,,,,,,,,
P0036,Wyndham Corporate Centre,Wyndham Corporate Centre,Council of the City of Gold Coast,,Office,="1",Corporate Court,BUNDALL,QLD,4217,-27.99876260,153.41238240,OF37472,Water,Base Building,02/05/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.50,4.50,4.9,4.9,0.00,NO,2817.290,2817.290,0.390,0.390,,,,,,,,7198.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0037,HQ North Tower,HQ North Tower,Cromwell HQ North Trust,,Office,="540",Wickham Street,Fortitude Valley,QLD,4006,-27.45292160,153.03762120,OF37237,Energy,Base Building,19/04/2026,6.00,6.00,,6.0,87.78,YES,,,7787.37,1168599.11,0.29,43.84,182.00,,,4871509.77,NO,,,,,,,,,,,,,,,,,,,26653.53,,,,,,,1502717.26,108645.44,,2.00,365.00,0.30,98.00,97.80,1502717.26,0.00,0.00,158.00,183613.00,11.90,0.00,0.00,1319104.26,85.80,0.00,0.00,,,,,,,,,
P0037,HQ North Tower,HQ North Tower,Cromwell HQ North Trust,,Office,="540",Wickham Street,Fortitude Valley,QLD,4006,-27.45292160,153.03762120,OF37237,Water,Base Building,19/04/2026,,,,,87.78,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.00,4.00,4.2,4.2,0.00,NO,20254.180,20254.180,0.750,0.750,,,,,,,,26653.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0037,HQ North Tower,HQ North Tower,Cromwell Property Group,,Office,="540",Wickham Street,Fortitude Valley,QLD,4006,-27.45292160,153.03762120,N69832,Waste,Base Building,14/04/2026,,,,,0.00,,2.50,,0.00,,0.00,,,,,,NO,,,,,,,,,,,,,,,,,29.00,3.03,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0038,111 St George Terrace,One Eleven,Centuria Property Funds Limited,,Office,="111",St Georges Terrace,PERTH,WA,6000,-31.95480590,115.85597070,N69986,Waste,Base Building,13/06/2026,,,,,0.00,,5.50,,0.00,,0.00,,,,,,NO,,,,,,,,,,,,,,,,,72.00,2.46,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0039,50 Colin Street,50 Colin Street,Noongar Property Holdings Pty Ltd,,Office,="50",Colin Street,WEST PERTH,WA,6005,-31.94966680,115.84224090,OF41355,Energy,Base Building,08/07/2026,4.00,4.00,,4.4,0.00,NO,,,237546.96,221496.49,63.78,59.47,310.00,,,1155633.87,NO,,,,,,,,,,,,,,,,,,,3724.47,,,,,,,321009.41,0.00,,0.00,0.00,0.00,18.00,18.50,59322.54,261686.87,81.50,,0.00,0.00,59322.54,18.50,0.00,0.00,0.00,0.00,,,,,,,,,
P0039,50 Colin Street,50 Colin Street,Noongar Property Holdings Pty Ltd,,Office,="50",Colin Street,WEST PERTH,WA,6005,-31.94966680,115.84224090,OF41355,Water,Base Building,08/07/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.00,4.00,4.3,4.3,0.00,NO,1865.260,1865.260,0.500,0.500,,,,,,,,3724.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0040,64-76 Kippax Street,64-76 Kippax Street,ARD1 PTY LTD,,Office,="64-76",Kippax Street,SURRY HILLS,NSW,2010,-33.88479720,151.21021470,OF35069,Energy,Base Building,14/12/2025,6.00,5.50,,5.5,99.43,YES,,,145840.27,271122.49,26.31,48.91,518.00,,,2872595.86,NO,,,,,,,,,,,,,,,,,,,5542.25,,,,,,,171619.49,2249747.70,,78.30,130.00,0.20,22.00,21.50,171619.49,0.00,0.00,,0.00,0.00,983.91,0.10,170635.58,21.40,0.00,0.00,,,,,,,,,
P0040,64-76 Kippax Street,64-76 Kippax Street,ARD1 PTY LTD,,Office,="64-76",Kippax Street,SURRY HILLS,NSW,2010,-33.88479720,151.21021470,OF35069,Water,Base Building,14/12/2025,,,,,99.43,,,,0.00,0.00,0.00,0.00,,,,,NO,,5.00,5.00,5.0,5.0,0.00,NO,1807.540,1807.540,0.320,0.320,,,,,,,,5542.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0042,AM60 Building,42-60 Albert Street BRISBANE CITY QLD 4000,DEXUS Wholesale Property Limited,,Office,="42-60",Albert Street,BRISBANE CITY,QLD,4000,-27.47264730,153.02775963,N68894,Waste,Base Building,05/06/2026,,,,,0.00,,3.00,,0.00,,0.00,,,,,,NO,,,,,,,,,,,,,,,,,35.00,4.36,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0042,AM60 Building,42-60 Albert Street BRISBANE CITY QLD 4000,DEXUS Wholesale Property Limited,,Office,="42-60",Albert Street,BRISBANE CITY,QLD,4000,-27.47264730,153.02775963,N69492,Indoor environment,Base Building,17/06/2026,,,,,0.00,,,4.00,0.00,0.00,0.00,0.00,,,,,NO,,,,,,,,,,,,52.50,93.20,60.60,0.00,0.00,,,14349.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0042,AM60 Building,AM60 Building,DEXUS Wholesale Property Limited,,Office,="42-60",Albert Street,BRISBANE CITY,QLD,4000,-27.47264730,153.02775963,OF32084,Energy,Base Building,08/09/2025,5.00,5.00,,5.1,0.00,NO,,,13986.57,1647145.06,0.69,81.32,340.00,,,6905670.96,YES,08/09/2025,,,,,,,,,,,,,,,,,,20253.70,,,,,,,1855861.92,208433.25,,3.00,418.00,0.20,97.00,96.70,1855861.92,0.00,0.00,,0.00,0.00,294861.92,15.40,0.00,0.00,1561000.00,81.40,,,,,,,,,
P0042,AM60 Building,AM60 Building,DEXUS Wholesale Property Limited,,Office,="42-60",Albert Street,BRISBANE CITY,QLD,4000,-27.47264730,153.02775963,OF32084,Water,Base Building,08/09/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,YES,08/09/2025,4.00,4.00,4.4,4.4,0.00,NO,12747.440,12747.440,0.620,0.620,,,,,,,,20253.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0043,123 Epping Road,123 Epping Road,Shiying No. 1 Pty Ltd ATF Shiying No.1 Unit Trust,,Office,="123",Epping Road,MACQUARIE PARK,NSW,2113,-33.78402194,151.11806055,OF32473,Energy,Base Building,15/10/2025,4.50,4.50,,4.7,0.00,NO,,,649629.77,641149.83,69.94,69.02,362.00,,,3367361.89,NO,,,,,,,,,,,,,,,,,,,9287.99,,,,,,,847992.93,236615.35,,7.00,2020.00,2.30,17.00,17.00,158755.40,689237.53,73.70,,0.00,0.00,158755.40,17.00,0.00,0.00,0.00,0.00,,,,,,,,,
P0043,123 Epping Road,123 Epping Road,Shiying No. 1 Pty Ltd ATF Shiying No.1 Unit Trust,,Office,="123",Epping Road,MACQUARIE PARK,NSW,2113,-33.78402194,151.11806055,OF32473,Water,Base Building,15/10/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,3.50,3.50,3.7,3.7,0.00,NO,7023.000,7023.000,0.750,0.750,,,,,,,,9287.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0045,107 Mount Street,107 Mount Street NORTH SYDNEY NSW 2060,Dynasty ABC Investment Holdings Pty Ltd ATF Dynasty ABC Unit Trust,,Office,="107",Mount Street,NORTH SYDNEY,NSW,2060,-33.83946750,151.20963980,OF32725,Energy,Base Building,22/08/2025,4.00,4.00,,4.1,0.00,NO,,,280219.05,276445.68,76.41,75.38,373.00,,,1369723.32,NO,,,,,,,,,,,,,,,,,,,3667.28,,,,,,,377337.09,0.00,,0.00,293.00,0.80,19.00,18.60,70642.45,306694.64,80.60,,0.00,0.00,70642.45,18.60,0.00,0.00,0.00,0.00,,,,,,,,,
P0045,107 Mount Street,107 Mount Street NORTH SYDNEY NSW 2060,Dynasty ABC Investment Holdings Pty Ltd ATF Dynasty ABC Unit Trust,,Office,="107",Mount Street,NORTH SYDNEY,NSW,2060,-33.83946750,151.20963980,OF32725,Water,Base Building,22/08/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,3.50,3.50,3.6,3.6,0.00,NO,2781.790,2781.790,0.750,0.750,,,,,,,,3667.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0046,Northbank East,Northbank East,AFIAA Australia 3 Pty Ltd,,Office,="525",Flinders Street,MELBOURNE,VIC,3000,-37.82075800,144.95718270,OF41327,Energy,Base Building,28/06/2026,3.50,3.50,,3.8,0.00,NO,,,288230.40,330114.13,70.27,80.47,436.00,,,1792157.82,NO,,,,,,,,,,,,,,,,,,,4101.91,,,,,,,349031.16,529297.88,,29.50,164.45,0.40,13.00,13.00,64500.96,284530.20,57.20,,0.00,0.00,64500.96,13.00,0.00,0.00,0.00,0.00,,,,,,,,,
P0046,Northbank East,Northbank East,AFIAA Australia 3 Pty Ltd,,Office,="525",Flinders Street,MELBOURNE,VIC,3000,-37.82075800,144.95718270,OF41327,Water,Base Building,28/06/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.00,4.00,4.2,4.2,0.00,NO,1930.000,1930.000,0.470,0.470,,,,,,,,4101.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0048,246 Bourke Street Base Building,Midtown Tower,ISPT Pty Ltd,,Office,="246",Bourke Street,MELBOURNE,VIC,3000,-37.81322978,144.96594330,N69459,Energy,Base Building,28/10/2025,4.00,4.00,,,0.00,NO,,,127994.11,448707.94,24.49,85.86,698.00,,,,NO,,,,,,,,,,,,,,,,,,,5225.60,0.00,,,,,,372923.07,2304954.20,,58.10,0.00,0.00,42.00,41.90,461523.10,0.00,0.00,75.60,88600.00,8.00,69423.10,6.30,0.00,0.00,303500.00,27.50,,,,,,,,,
P0048,246 Bourke Street Base Building,Midtown Tower,ISPT Pty Ltd,,Office,="246",Bourke Street,MELBOURNE,VIC,3000,-37.81322978,144.96594330,N69459,Water,Base Building,28/10/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,1.50,1.50,,,0.00,NO,4681.740,4681.740,,1.450,,,,,,,,5225.60,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0048,246 Bourke Street Base Building,Midtown Tower,ISPT Pty Ltd,,Office,="246",Bourke Street,MELBOURNE,VIC,3000,-37.81322978,144.96594330,N69596,Indoor environment,Base Building,28/02/2026,,,,,0.00,,,4.50,0.00,0.00,0.00,0.00,,,,,NO,,,,,,,,,,,,68.00,93.50,61.60,0.00,0.00,,,4798.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0050,222 Lonsdale Street,222 Lonsdale Street,DEXUS FUNDS MANAGEMENT LIMITED,,Office,="222",Lonsdale Street,MELBOURNE,VIC,3000,-37.81120141,144.96522341,OF32164,Energy,Base Building,27/10/2025,5.00,5.00,,5.4,0.00,NO,,,74732.97,660938.34,4.04,35.69,204.00,,,3795273.12,NO,,,,,,,,,,,,,,,,,,,18515.90,,,,,,,681634.15,1333708.78,,35.10,199.00,0.20,65.00,64.70,681634.15,0.00,0.00,,0.00,0.00,126634.15,12.00,0.00,0.00,555000.00,52.60,,,,,,,,,
P0050,222 Lonsdale Street,222 Lonsdale Street,DEXUS FUNDS MANAGEMENT LIMITED,,Office,="222",Lonsdale Street,MELBOURNE,VIC,3000,-37.81120141,144.96522341,OF32164,Water,Base Building,27/10/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,6.00,6.00,6.3,6.3,0.00,NO,2193.000,2193.000,0.110,0.110,,,,,,,,18515.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0050,222 Lonsdale Street,QV Building (222 Lonsdale),DEXUS Funds Management Limited as Trustee for the DEXUS CPA Trust AND Victoria Square QV Investments,,Office,="222",Lonsdale Street,MELBOURNE,VIC,3000,-37.81120141,144.96522341,N69802,Indoor environment,Base Building,28/06/2026,,,,,0.00,,,5.00,0.00,0.00,0.00,0.00,,,,,NO,,,,,,,,,,,,75.70,94.40,65.50,0.00,0.00,,,16299.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0051,132 Arthur St North Sydney,132 Arthur St North Sydney,Aqualand Office 1 Nominee Pty Ltd,,Office,="132",Arthur Street,NORTH SYDNEY,NSW,2060,-33.83853272,151.20981161,OF36880,Energy,Base Building,19/12/2025,4.00,4.00,,4.0,0.00,NO,,,373268.86,368457.84,78.50,77.49,420.00,,,1998927.26,NO,,,,,,,,,,,,,,,,,,,4754.74,,,,,,,481101.50,266961.87,,13.40,0.00,0.00,16.00,16.10,89488.03,391613.47,70.50,,0.00,0.00,89488.03,16.10,0.00,0.00,0.00,0.00,,,,,,,,,
P0051,132 Arthur St North Sydney,132 Arthur St North Sydney,Aqualand Office 1 Nominee Pty Ltd,,Office,="132",Arthur Street,NORTH SYDNEY,NSW,2060,-33.83853272,151.20981161,OF36880,Water,Base Building,19/12/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,5.00,5.00,5.3,5.3,0.00,NO,1317.000,1317.000,0.270,0.270,,,,,,,,4754.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0053,144 Stirling Street,144 Stirling Street,Centuria Property Funds No. 2 Limited,,Office,="144",Stirling Street,PERTH,WA,6000,-31.94865347,115.86551497,OF33651,Energy,Base Building,27/11/2025,5.00,5.00,,5.1,0.00,NO,,,622180.74,580544.55,66.82,62.34,330.00,,,3075843.86,NO,,,,,,,,,,,,,,,,,,,9311.50,,,,,,,832723.85,27086.00,,0.90,1320.00,1.70,18.00,18.20,155558.28,677165.57,79.30,,0.00,0.00,155558.28,18.20,0.00,0.00,0.00,0.00,,,,,,,,,
P0053,144 Stirling Street,144 Stirling Street,Centuria Property Funds No. 2 Limited,,Office,="144",Stirling Street,PERTH,WA,6000,-31.94865347,115.86551497,OF33651,Water,Base Building,27/11/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.50,4.50,4.8,4.8,0.00,NO,3853.920,3853.920,0.410,0.410,,,,,,,,9311.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0054,Trafalgar Building,Trafalgar Building,Nekon Pty Ltd,,Office,="108",Collins Street,HOBART,TAS,7000,-42.88257094,147.32860484,OF33573,Energy,Base Building,16/10/2025,4.50,4.50,,4.9,0.00,NO,,,122271.34,21480.10,48.08,8.44,233.00,,,594833.54,NO,,,,,,,,,,,,,,,,,,,2543.03,,,,,,,165231.54,0.00,,0.00,0.00,0.00,19.00,18.60,30799.16,134432.38,81.40,35.00,0.00,0.00,30799.16,18.60,0.00,0.00,0.00,0.00,,,,,,,,,
P0056,247 Adelaide Street,247 Adelaide Street,BWC Properties Pty Ltd,,Office,="247",Adelaide Street,BRISBANE CITY,QLD,4000,-27.46686341,153.02756998,OF32908,Energy,Base Building,18/08/2025,2.00,2.00,,2.2,0.00,NO,,,145707.94,173122.23,115.14,136.80,564.00,,,714125.65,NO,,,,,,,,,,,,,,,,,,,1265.51,,,,,,,195816.35,0.00,,0.00,238.00,1.30,18.00,18.50,36659.39,159156.96,80.20,,0.00,0.00,36659.39,18.50,0.00,0.00,0.00,0.00,,,,,,,,,
P0058,Victoria Cross,Victoria Cross,The Trustee for THE KS YEUNG TRUST,,Office,="60",Miller Street,NORTH SYDNEY,NSW,2060,-33.83912324,151.20634753,OF41354,Energy,Base Building,22/07/2026,5.00,5.00,,5.2,0.00,NO,,,755867.10,746839.59,53.90,53.25,328.00,,,4605689.03,NO,,,,,,,,,,,,,,,,,,,14024.19,,,,,,,902750.68,1346730.64,,29.20,234.61,0.20,13.00,13.00,166828.33,735922.35,57.50,,0.00,0.00,166828.33,13.00,0.00,0.00,0.00,0.00,,,,,,,,,
P0058,Victoria Cross,Victoria Cross,The Trustee for THE KS YEUNG TRUST,,Office,="60",Miller Street,NORTH SYDNEY,NSW,2060,-33.83912324,151.20634753,OF41354,Water,Base Building,22/07/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.00,4.00,4.0,4.0,0.00,NO,9492.630,9492.630,0.670,0.670,,,,,,,,14024.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0060,30 The Esplanade,30 The Esplanade,The trustee for 30 The Esplanade Syndicate Unit Trust,,Office,="30",The Esplanade,PERTH,WA,6000,-31.95597183,115.85687867,OF35017,Energy,Base Building,30/06/2026,,4.50,,4.5,0.76,YES,,,400746.53,377316.02,63.44,59.73,313.00,,,1982870.57,NO,,,,,,,,,,,,,,,,,,,6316.69,,,,,,,543506.27,0.00,,0.00,680.00,1.30,19.00,18.80,103522.66,439983.61,79.90,,0.00,0.00,99387.49,18.00,4135.16,0.80,0.00,0.00,,,,,,,,,
P0060,30 The Esplanade,30 The Esplanade,The trustee for 30 The Esplanade Syndicate Unit Trust,,Office,="30",The Esplanade,PERTH,WA,6000,-31.95597183,115.85687867,OF35017,Water,Base Building,30/06/2026,,,,,0.76,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.50,4.50,4.6,4.6,0.00,NO,2773.000,2773.000,0.430,0.430,,,,,,,,6316.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0061,2 Richardson Place,2 Richardson Place,The Trustee for Charter Hall PGGM Industrial Partnership No.2,,Office,="2",Richardson Place,NORTH RYDE,NSW,2113,-33.79767914,151.14532212,OF37612,Energy,Base Building,17/04/2026,6.00,4.50,,4.8,100.00,YES,,,0.00,564964.65,0.00,63.34,312.00,,,2786127.08,NO,,,,,,,,,,,,,,,,,,,8919.50,,,,,,,773924.19,0.00,,0.00,0.00,0.00,100.00,100.00,773924.19,0.00,0.00,,0.00,0.00,0.00,0.00,773924.19,100.00,0.00,0.00,,,,,,,,,
P0061,2 Richardson Place,2 Richardson Place,The Trustee for Charter Hall PGGM Industrial Partnership No.2,,Office,="2",Richardson Place,NORTH RYDE,NSW,2113,-33.79767914,151.14532212,OF37612,Water,Base Building,17/04/2026,,,,,100.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.00,4.00,4.0,4.0,0.00,NO,5906.560,5906.560,0.660,0.660,,,,,,,,8919.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0062,73 Northbourne Avenue,73 Northbourne Avenue,South Haven Group Pty Ltd,,Office,="73",Northbourne Avenue,CANBERRA,ACT,2601,-35.27604691,149.12923707,OF40968,Energy,Base Building,01/06/2026,5.00,5.00,,5.0,0.00,NO,,,24375.79,217426.66,4.13,36.85,225.00,,,1329190.75,NO,,,,,,,,,,,,,,,,,,,5899.48,,,,,,,264453.26,377159.02,,21.70,0.00,0.00,78.00,78.30,378454.76,0.00,0.00,57.00,114001.50,23.60,264453.26,54.70,0.00,0.00,0.00,0.00,,,,,,,,,
P0062,73 Northbourne Avenue,73 Northbourne Avenue,South Haven Group Pty Ltd,,Office,="73",Northbourne Avenue,CANBERRA,ACT,2601,-35.27604691,149.12923707,OF40968,Water,Base Building,01/06/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,5.00,5.00,5.3,5.3,0.00,NO,1684.680,1684.680,0.280,0.280,,,,,,,,5899.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
